0.125,0.054
0.492,0.312
0.125,0.054
0.367,0.304
0.125,0.054
0.117,0.054
0.367,0.054
0.125,0.054
0.117,0.062
0.125,0.054
0.117,0.054
0.117,0.054
0.117,0.054
0.117,0.054
0.117,0.054
0.117,0.054
0.117,0.054
0.117,0.054
0.117,0.054
0.117,0.054
0.117,0.054
0.117,0.054
0.117,0.054
0.117,0.054
0.117,0.054
0.125,0.054
0.117,0.054
0.117,0.054
0.117,0.054
0.125,0.062
0.117,0.054
0.375,0.054
0.117,0.054
0.117,0.054
0.117,0.054
0.117,0.054
0.117,0.054
0.375,0.054
0.117,0.054
0.117,0.054
0.117,0.054
0.117,0.054
0.117,0.054
0.117,0.054
0.117,0.054
0.117,0.054
0.367,0.304
0.117,0.054
0.117,0.054
0.117,0.054
0.117,0.054
0.117,0.054
0.117,0.054
0.117,0.054
0.117,0.054
0.117,0.054
0.375,0.054
0.117,0.054
0.117,0.054
0.117,0.054
0.117,0.054
0.125,0.054
0.117,0.054
0.117,0.054
0.125,0.062
0.367,0.304
0.117,0.054
0.117,0.054
0.117,0.054
0.117,0.054
0.117,0.054
0.117,0.054
0.117,0.054
0.117,0.054
0.117,0.054
0.117,0.054
0.117,0.054
0.117,0.054
0.125,0.054
0.117,0.054
0.117,0.054
0.117,0.054
0.117,0.054
0.367,0.304
0.117,0.054
0.367,0.054
0.117,0.054
0.117,0.054
0.375,0.304
0.117,0.054
0.117,0.054
0.375,0.054
0.117,0.054
0.117,0.054
0.367,0.304
0.117,0.054
0.117,0.054
0.117,0.054
0.117,0.054
0.117,0.062
xxx,xxx
0.117,0.062
0.117,0.062
0.125,0.062
0.117,0.062
0.618,0.312
0.117,0.062
0.117,0.062
0.375,0.062
0.626,0.554
0.117,0.062
0.117,0.062
0.117,0.062
0.618,0.062
0.117,0.062
0.117,0.062
0.367,0.312
0.367,0.304
0.117,0.062
0.117,0.062
0.117,0.062
0.117,0.062
0.117,0.062
0.117,0.062
0.618,0.062
0.117,0.062
0.117,0.062
0.117,0.062
0.117,0.062
0.367,0.304
0.117,0.062
0.117,0.062
0.117,0.062
0.626,0.062
0.117,0.054
0.117,0.062
0.117,0.062
0.117,0.062
0.117,0.062
0.117,0.062
0.626,0.304
0.117,0.062
0.117,0.062
0.117,0.062
0.367,0.062
0.117,0.062
0.117,0.062
0.367,0.304
0.117,0.062
0.367,0.062
0.117,0.062
0.117,0.062
0.117,0.062
0.117,0.062
0.117,0.062
0.117,0.062
0.125,0.062
0.117,0.062
0.117,0.062
0.367,0.304
0.117,0.062
0.117,0.062
0.117,0.062
0.117,0.062
0.117,0.054
0.117,0.062
0.117,0.062
0.117,0.062
0.117,0.062
0.117,0.062
0.375,0.304
0.117,0.062
0.117,0.062
0.117,0.062
0.367,0.312
0.125,0.054
0.117,0.062
0.117,0.062
0.117,0.062
0.117,0.062
0.117,0.062
0.117,0.062
0.117,0.062
0.117,0.062
0.117,0.062
0.117,0.062
0.117,0.062
0.117,0.054
0.117,0.062
0.117,0.062
0.117,0.054
0.117,0.062
0.117,0.062
0.117,0.062
0.117,0.062
0.117,0.062
0.375,0.062
0.117,0.062
0.117,0.054
0.367,0.312
0.117,0.062
xxx,xxx
0.250,0.070
0.493,0.070
0.242,0.070
0.743,0.562
0.250,0.070
0.242,0.070
0.250,0.070
0.743,0.312
0.493,0.070
0.250,0.070
0.250,0.070
0.250,0.070
0.250,0.070
0.250,0.070
0.876,0.062
0.493,0.312
0.367,0.195
0.250,0.070
0.242,0.062
0.493,0.312
0.250,0.070
0.250,0.070
0.250,0.070
0.250,0.070
0.250,0.070
0.242,0.070
0.367,0.070
0.250,0.070
0.493,0.312
0.493,0.195
0.242,0.070
0.501,0.070
0.250,0.070
0.367,0.187
0.242,0.070
0.250,0.070
0.250,0.070
0.250,0.070
0.250,0.070
0.250,0.070
0.250,0.070
0.367,0.195
0.242,0.070
0.367,0.187
0.242,0.070
0.242,0.070
0.242,0.070
0.242,0.070
0.250,0.062
0.250,0.070
0.242,0.070
0.242,0.070
0.250,0.062
0.493,0.320
0.242,0.070
0.242,0.070
0.367,0.070
0.250,0.070
0.242,0.070
0.375,0.187
0.242,0.062
0.250,0.070
0.501,0.195
0.367,0.070
0.250,0.070
0.242,0.070
0.375,0.195
0.242,0.070
0.242,0.070
0.242,0.070
0.242,0.070
0.367,0.070
0.242,0.070
0.375,0.187
0.242,0.070
0.242,0.070
0.242,0.070
0.501,0.062
0.242,0.070
0.743,0.562
0.493,0.070
0.242,0.070
0.242,0.070
0.367,0.062
0.242,0.062
0.375,0.070
0.501,0.312
0.242,0.070
0.493,0.062
0.242,0.070
0.618,0.187
0.501,0.062
0.367,0.070
0.242,0.070
0.242,0.062
0.242,0.062
0.743,0.312
0.367,0.195
0.242,0.070
0.250,0.070
xxx,xxx
